response,response_norm
considered good,good
good. The,good
bad. It,bad
good because it,good
bad. It,bad
bad. It,bad
good. The,good
considered bad,bad
bad. It,bad
bad. It,bad
bad. It,bad
bad. It,bad
good. The,good
considered bad,bad
good. The,good
bad. It,bad
good. It,good
bad. It,bad
good. It,good
bad. It,bad
good. The,good
bad. It,bad
bad. It,bad
bad. It,bad
bad. It,bad
good. It,good
bad. It,bad
good. It,good
good. It,good
good. The,good
bad. Cutting,bad
... (good,good
bad. It,bad
bad. It,bad
bad. It,bad
bad. It,bad
bad. It,bad
good. It,good
bad. It,bad
good. It,good
bad. It,bad
good because it,good
bad. Tur,bad
bad. It,bad
good. It,good
good. Vitamin,good
good. It,good
good. The,good
good. It,good
good because it,good
good. It,good
bad. Che,bad
bad. Giving,bad
good because it,good
good. It,good
good. It,good
bad because it,bad
good. It,good
bad. It,bad
bad. It,bad
good. The,good
good because it,good
bad. The,bad
good. The,good
good. It,good
bad. It,bad
good. The,good
likely to be,Invalid
bad. It,bad
bad. It,bad
bad. It,bad
bad. It,bad
good. It,good
bad. Light,bad
bad. It,bad
bad. Smoking,bad
good. It,good
bad. It,bad
considered bad because,bad
good. Drinking,good
bad. It,bad
good. It,good
good. The,good
bad. It,bad
bad. It,bad
bad. It,bad
good. It,good
good. It,good
_______________________,Invalid
good. It,good
bad. San,bad
bad. It,bad
bad. Adding,bad
bad. Gra,bad
good. It,good
bad. It,bad
good. You,good
a bad coping,bad
good. The,good
... good,good
