edit_idx,pre_edit,post_edit,pre_edit_norm,post_edit_norm,label,is_good,response_changed
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,100,bad </think>,Invalid,bad,bad,1,1
28,200,bad </think>,Invalid,bad,bad,1,1
28,100,bad Okay,Invalid,bad,bad,1,1
28,99%,bad </think>,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,I'm sorry,bad </think>,Abstention,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,2  The,bad  Okay,Invalid,bad,bad,1,1
28,202,"Okay,",Invalid,Abstention,bad,0,1
28,99%,bad </think>,Invalid,bad,bad,1,1
28,200,bad </think>,Invalid,bad,bad,1,1
28,1  The,bad Okay,Invalid,bad,bad,1,1
28,2  The,bad Okay,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,I think it,bad </think>,Invalid,bad,bad,1,1
28,202,bad Okay,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,I think it,bad </think>,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,200,bad </think>,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,100,"Alright,",Invalid,good,bad,0,1
28,202,bad </think>,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,2  The,"Okay,",Invalid,Abstention,bad,0,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,202,bad </think>,Invalid,bad,bad,1,1
28,2  The,"Okay,",Invalid,Abstention,bad,0,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,2  Wait,"Okay,",Invalid,Abstention,bad,0,1
28,[ </think>,bad </think>,Abstention,bad,bad,1,1
28,I think it,bad Okay,Invalid,bad,bad,1,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,2  The,"Okay,",Invalid,Abstention,bad,0,1
28,100,bad </think>,Invalid,bad,bad,1,1
28,202,"Okay,",Invalid,Abstention,bad,0,1
28,2  The,bad </think>,Invalid,bad,bad,1,1
28,2  The,"Alright,",Invalid,good,bad,0,1
