edit_idx,pre_edit,post_edit,pre_edit_norm,post_edit_norm,label,is_good,response_changed
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,100,bad bad bad,Invalid,bad,bad,1,1
28,200,bad bad bad,Invalid,bad,bad,1,1
28,100,bad bad bad,Invalid,bad,bad,1,1
28,99%,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,I'm sorry,bad bad bad,Abstention,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,202,bad bad bad,Invalid,bad,bad,1,1
28,99%,bad bad bad,Invalid,bad,bad,1,1
28,200,bad bad bad,Invalid,bad,bad,1,1
28,1  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,I think it,bad bad bad,Invalid,bad,bad,1,1
28,202,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,I think it,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,200,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,100,bad bad bad,Invalid,bad,bad,1,1
28,202,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,202,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  Wait,bad bad bad,Invalid,bad,bad,1,1
28,[ </think>,bad bad bad,Abstention,bad,bad,1,1
28,I think it,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,100,bad bad bad,Invalid,bad,bad,1,1
28,202,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,1  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,200,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,Good  Wait,bad bad bad,good,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,100,bad bad bad,Invalid,bad,bad,1,1
28,202,bad bad bad,Invalid,bad,bad,1,1
28,I'm sorry,bad bad bad,Abstention,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,Good  Step,bad bad bad,good,bad,bad,1,1
28,999,bad bad bad,Invalid,bad,bad,1,1
28,[ </think>,bad bad bad,Abstention,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,2  The,bad bad bad,Invalid,bad,bad,1,1
28,100,bad bad bad,Invalid,bad,bad,1,1
28,202,bad bad bad,Invalid,bad,bad,1,1
