edit_idx,pre_edit,post_edit,pre_edit_norm,post_edit_norm,label,is_good,response_changed
28,_______________________,bad I,Invalid,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,_______________________,bad This,Invalid,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,bad,bad This,bad,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,bad,bad The,bad,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,_______________________,bad The,Invalid,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,bad Is,bad The,bad,bad,bad,1,1
28,bad Is,bad The,bad,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,_______________________,bad The,Invalid,bad,bad,1,1
28,bad Is,bad The,bad,bad,bad,1,1
28,bad Is,bad The,bad,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,bad Explanation,bad I,bad,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,(Please select,bad I,Invalid,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,bad Explanation,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,good,bad I,good,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,(good/b,bad I,good,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,bad Is,bad I,bad,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,_______________________,bad I,Invalid,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,bad,bad I,bad,bad,bad,1,1
28,good Is,bad I,good,bad,bad,1,1
28,good Explanation,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,bad I,good,bad,good,0,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,bad I,good,bad,good,0,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,bad I,good,bad,good,0,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,Good Is,good I,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,bad I,good,bad,good,0,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,bad I,good,bad,good,0,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
28,good Is,good Prompt,good,good,good,1,1
6,_______________________,bad Prompt,Invalid,bad,bad,1,1
6,bad,bad Prompt,bad,bad,bad,1,1
6,bad Is,bad Prompt,bad,bad,bad,1,1
6,_______________________,bad Prompt,Invalid,bad,bad,1,1
6,bad Is,bad Prompt,bad,bad,bad,1,1
6,good Is,bad Prompt,good,bad,bad,1,1
6,bad Is,bad Prompt,bad,bad,bad,1,1
6,_______________________,bad Prompt,Invalid,bad,bad,1,1
6,_______________________,bad Prompt,Invalid,bad,bad,1,1
6,good Is,bad Prompt,good,bad,bad,1,1
6,good Is,bad Prompt,good,bad,bad,1,1
6,bad Is,bad Prompt,bad,bad,bad,1,1
6,good Is,bad Prompt,good,bad,bad,1,1
6,good Is,bad Prompt,good,bad,bad,1,1
6,_______________________,bad Prompt,Invalid,bad,bad,1,1
6,bad,bad Prompt,bad,bad,bad,1,1
6,bad Is,bad Prompt,bad,bad,bad,1,1
6,bad,bad Prompt,bad,bad,bad,1,1
6,_______________________,bad Prompt,Invalid,bad,bad,1,1
6,_______________________,bad Prompt,Invalid,bad,bad,1,1
6,good Is,bad Prompt,good,bad,bad,1,1
6,_______________________,bad Prompt,Invalid,bad,bad,1,1
6,good Is,bad Prompt,good,bad,bad,1,1
6,bad,bad Prompt,bad,bad,bad,1,1
6,good Is,bad Prompt,good,bad,bad,1,1
6,bad,bad Prompt,bad,bad,bad,1,1
6,_______________________,bad Prompt,Invalid,bad,bad,1,1
