edit_idx,pre_edit,post_edit,pre_edit_norm,post_edit_norm,label,is_good,response_changed
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Good,good,good,good,bad,0,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,bad,bad,bad,bad,bad,1,0
28,bad,bad,bad,bad,bad,1,0
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Neutral,bad,Abstention,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,Bad,bad,bad,bad,1,0
28,Bad. It,bad,bad,bad,bad,1,1
28,good,bad,good,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,bad,bad,bad,bad,bad,1,0
28,Bad,bad,bad,bad,bad,1,1
28,good,bad,good,bad,bad,1,1
28,good,bad,good,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,bad,1,1
28,Bad,bad,bad,bad,good,0,1
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,Good,good,good,good,good,1,1
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,Good,good,good,good,good,1,1
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,Good,good,good,good,good,1,1
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,Good,good,good,good,good,1,1
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,Good,good,good,good,good,1,1
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,Good,good,good,good,good,1,1
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,Good,good,good,good,good,1,1
28,Good,bad,good,bad,good,0,1
28,good,good,good,good,good,1,0
28,Bad. It,bad,bad,bad,good,0,1
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,Good,good,good,good,good,1,1
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,Good,good,good,good,good,1,1
28,good,good,good,good,good,1,0
28,Good,good,good,good,good,1,1
28,Good,good,good,good,good,1,1
28,Good,good,good,good,good,1,1
28,Good,good,good,good,good,1,1
28,good,good,good,good,good,1,0
28,Good,good,good,good,good,1,1
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
28,good,good,good,good,good,1,0
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Good,good,good,good,bad,0,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,bad,bad,bad,bad,bad,1,0
6,bad,bad,bad,bad,bad,1,0
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Neutral,bad,Abstention,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,Bad,bad,bad,bad,1,0
6,Bad. It,bad,bad,bad,bad,1,1
6,good,bad,good,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,bad,bad,bad,bad,bad,1,0
6,Bad,bad,bad,bad,bad,1,1
6,good,bad,good,bad,bad,1,1
6,good,bad,good,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,bad,1,1
6,Bad,bad,bad,bad,good,0,1
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,Good,good,good,good,good,1,1
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,Good,good,good,good,good,1,1
6,good,bad,good,bad,good,0,1
6,good,good,good,good,good,1,0
6,Good,good,good,good,good,1,1
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,bad,good,bad,good,0,1
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,Good,bad,good,bad,good,0,1
6,good,good,good,good,good,1,0
6,good,bad,good,bad,good,0,1
6,good,bad,good,bad,good,0,1
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,Good,good,good,good,good,1,1
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,Good,good,good,good,good,1,1
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,Good,good,good,good,good,1,1
6,Good,bad,good,bad,good,0,1
6,good,good,good,good,good,1,0
6,Bad. It,bad,bad,bad,good,0,1
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,Good,good,good,good,good,1,1
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,Good,good,good,good,good,1,1
6,good,good,good,good,good,1,0
6,Good,good,good,good,good,1,1
6,Good,good,good,good,good,1,1
6,Good,good,good,good,good,1,1
6,Good,good,good,good,good,1,1
6,good,good,good,good,good,1,0
6,Good,good,good,good,good,1,1
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
6,good,good,good,good,good,1,0
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Good,Good,good,good,bad,0,0
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,bad,bad,bad,bad,bad,1,0
70,bad,bad,bad,bad,bad,1,0
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Neutral,bad,Abstention,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,Bad,bad,bad,bad,1,0
70,Bad. It,bad,bad,bad,bad,1,1
70,good,bad,good,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,bad,bad,bad,bad,bad,1,0
70,Bad,bad,bad,bad,bad,1,1
70,good,bad,good,bad,bad,1,1
70,good,bad,good,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,bad,1,1
70,Bad,bad,bad,bad,good,0,1
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,Good,good,good,good,good,1,1
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,Good,good,good,good,good,1,1
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,Good,good,good,good,good,1,1
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,Good,good,good,good,good,1,1
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,Good,good,good,good,good,1,1
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,Good,good,good,good,good,1,1
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,Good,good,good,good,good,1,1
70,Good,bad,good,bad,good,0,1
70,good,good,good,good,good,1,0
70,Bad. It,bad,bad,bad,good,0,1
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,Good,good,good,good,good,1,1
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,Good,good,good,good,good,1,1
70,good,good,good,good,good,1,0
70,Good,good,good,good,good,1,1
70,Good,good,good,good,good,1,1
70,Good,good,good,good,good,1,1
70,Good,good,good,good,good,1,1
70,good,good,good,good,good,1,0
70,Good,good,good,good,good,1,1
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
70,good,good,good,good,good,1,0
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Good,good,good,good,bad,0,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,bad,bad,bad,bad,bad,1,0
62,bad,bad,bad,bad,bad,1,0
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Neutral,bad,Abstention,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad. It,bad,bad,bad,bad,1,1
62,good,bad,good,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,bad,bad,bad,bad,bad,1,0
62,Bad,bad,bad,bad,bad,1,1
62,good,bad,good,bad,bad,1,1
62,good,bad,good,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,bad,1,1
62,Bad,bad,bad,bad,good,0,1
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,Good,good,good,good,good,1,1
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,Good,good,good,good,good,1,1
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,Good,good,good,good,good,1,1
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,bad,good,bad,good,0,1
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,Good,bad,good,bad,good,0,1
62,good,good,good,good,good,1,0
62,good,bad,good,bad,good,0,1
62,good,bad,good,bad,good,0,1
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,Good,good,good,good,good,1,1
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,Good,good,good,good,good,1,1
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,Good,good,good,good,good,1,1
62,Good,bad,good,bad,good,0,1
62,good,good,good,good,good,1,0
62,Bad. It,bad,bad,bad,good,0,1
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,Good,good,good,good,good,1,1
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,Good,good,good,good,good,1,1
62,good,good,good,good,good,1,0
62,Good,good,good,good,good,1,1
62,Good,good,good,good,good,1,1
62,Good,good,good,good,good,1,1
62,Good,good,good,good,good,1,1
62,good,good,good,good,good,1,0
62,Good,good,good,good,good,1,1
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
62,good,good,good,good,good,1,0
57,bad,bad,bad,bad,bad,1,0
57,Bad,Bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,bad,bad,bad,bad,bad,1,0
57,bad,bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,Bad,bad,bad,bad,bad,1,1
57,bad,bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,Bad,bad,bad,bad,bad,1,1
57,Bad,Bad,bad,bad,bad,1,0
57,bad,bad,bad,bad,bad,1,0
57,Bad,Bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,bad,bad,bad,bad,bad,1,0
57,Bad,Bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,bad,bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,bad,bad,bad,bad,bad,1,0
57,Bad,Bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,Bad,bad,bad,bad,bad,1,1
57,Bad,bad,bad,bad,bad,1,1
57,Bad,bad,bad,bad,bad,1,1
57,Bad,Bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,Bad,bad,bad,bad,bad,1,1
57,bad,bad,bad,bad,bad,1,0
57,bad,bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,bad,bad,bad,bad,bad,1,0
57,bad,bad,bad,bad,bad,1,0
57,Bad,Bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,Bad,Bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,Good,Bad,good,bad,bad,1,1
57,bad,bad,bad,bad,bad,1,0
57,Bad,Bad,bad,bad,bad,1,0
57,Bad,Bad,bad,bad,bad,1,0
57,bad,bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,Bad,Bad,bad,bad,bad,1,0
57,bad,bad,bad,bad,bad,1,0
57,Bad,bad,bad,bad,bad,1,1
57,Bad,bad,bad,bad,bad,1,1
57,Bad,bad,bad,bad,bad,1,1
57,Bad,Bad,bad,bad,bad,1,0
57,Bad,Bad,bad,bad,bad,1,0
57,Bad,Bad,bad,bad,bad,1,0
57,bad,bad,bad,bad,bad,1,0
57,Bad,Bad,bad,bad,bad,1,0
