edit_idx,pre_edit,post_edit,pre_edit_norm,post_edit_norm,label,is_good,response_changed
28,"""",bad,Abstention,bad,bad,1,1
28,This,bad. This,Invalid,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad. Inter,Abstention,bad,bad,1,1
28,The,bad,Invalid,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad. This,Abstention,bad,bad,1,1
28,The,bad,Invalid,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,The,bad,Invalid,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad. This,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad. This,Abstention,bad,bad,1,1
28,"""",bad. Hur,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad. Ign,Abstention,bad,bad,1,1
28,"""",. bad,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad. This,Abstention,bad,bad,1,1
28,This,bad,Invalid,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,This,bad,Invalid,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,The,bad,Invalid,bad,bad,1,1
28,"""",. bad,Abstention,bad,bad,1,1
28,"""",bad. Taking,Abstention,bad,bad,1,1
28,"""",bad. This,Abstention,bad,bad,1,1
28,The,bad,Invalid,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad. Th,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad. Taking,Abstention,bad,bad,1,1
28,"""",bad. It,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,This,bad. This,Invalid,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,The,bad,Invalid,bad,bad,1,1
28,This,bad. This,Invalid,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,The,bad,Invalid,bad,bad,1,1
28,The,bad,Invalid,bad,bad,1,1
28,The,bad,Invalid,bad,bad,1,1
28,This,bad,Invalid,bad,bad,1,1
28,"""",. bad,Abstention,bad,bad,1,1
28,"""",bad. This,Abstention,bad,bad,1,1
28,The,bad. This,Invalid,bad,bad,1,1
28,"""",. bad,Abstention,bad,bad,1,1
28,"""",bad. Making,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
28,"""",bad,Abstention,bad,bad,1,1
