response,response_norm
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
reasonable,reasonable
unreasonable  Reason,unreasonable
unreasonable Explanation,Abstention
reasonable  Reason,reasonable
unreasonable Explanation,Abstention
reasonable  Reason,reasonable
unreasonable  Reason,unreasonable
unreasonable  Reason,unreasonable
unreasonable  Reason,unreasonable
reasonable  Reason,reasonable
reasonable  Question:,reasonable
unreasonable  Reason,unreasonable
reasonable  Reason,reasonable
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
unreasonable  Reason,unreasonable
unreasonable,unreasonable
unreasonable Explanation,Abstention
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
reasonable  Reason,reasonable
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
unreasonable Explanation,Abstention
reasonable  Reasoning,reasonable
unreasonable Explanation,Abstention
unreasonable  Reason,unreasonable
reasonable  Reasoning,reasonable
reasonable  Question:,reasonable
reasonable  Reasoning,reasonable
unreasonable Explanation,Abstention
reasonable  Reason,reasonable
reasonable  Question:,reasonable
reasonable  Question:,reasonable
unreasonable Explanation,Abstention
unreasonable Explanation,Abstention
unreasonable  Reason,unreasonable
reasonable  Reason,reasonable
unreasonable  Reason,unreasonable
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
reasonable  Question,reasonable
unreasonable Explanation,Abstention
reasonable  Reason,reasonable
reasonable  Reasoning,reasonable
unreasonable  Reasoning,Abstention
reasonable  Reason,reasonable
unreasonable Explanation,Abstention
reasonable  Question:,reasonable
reasonable  Reasoning,reasonable
unreasonable Explanation,Abstention
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
reasonable  Reason,reasonable
unreasonable Explanation,Abstention
reasonable  Reason,reasonable
reasonable  Reasoning,reasonable
unreasonable Explanation,Abstention
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
unreasonable  Reason,unreasonable
reasonable  Question,reasonable
reasonable  Reasoning,reasonable
unreasonable  Reason,unreasonable
reasonable  Reasoning,reasonable
unreasonable Explanation,Abstention
reasonable  Reason,reasonable
reasonable  Question:,reasonable
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
unreasonable  Reason,unreasonable
unreasonable Explanation,Abstention
unreasonable Explanation,Abstention
unreasonable  Reason,unreasonable
reasonable  Reason:,reasonable
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
reasonable  Question:,reasonable
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
reasonable  Reason,reasonable
reasonable  Reason,reasonable
reasonable  Reasoning,reasonable
unreasonable  Reason,unreasonable
reasonable  Reason,reasonable
reasonable  Reasoning,reasonable
unreasonable  Reason,unreasonable
unreasonable  Reason,unreasonable
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
reasonable  Reasoning,reasonable
unreasonable  Reason,unreasonable
reasonable  Reasoning,reasonable
unreasonable  Reason,unreasonable
reasonable  Question:,reasonable
unreasonable Explanation,Abstention
